Datetime,url of tweet,lenguaje,re-twittes,Tweet Id,Text,Username
2021-09-10 20:47:29+00:00,https://twitter.com/Kevin45etl/status/1436431153154740226,en,0,1436431153154740226,"@WasOnceLoved @Josephodriscoll Not only cheap houses in the 80s &amp; 90s

Free higher education
Lower waiting lists
Defined benefit pensions
Access to cheap as prices were rising

Result: they now vote Tory to preserve status quo believing they worked hard as opposed to fortunate - they believe the Tory myths",Kevin45etl
2021-09-10 20:42:48+00:00,https://twitter.com/BFaahion/status/1436429974840483928,en,0,1436429974840483928,USB Wall Charger Surge Protector 5 Outlet Extender with 4 USB Charging Ports ( 1 USB C Outlet) 3 Sided 1800J Power Strip Multi Plug Outlets Wall Adapter Spaced for Home Travel Office ETL Listed https://t.co/a3azydySl7,BFaahion
2021-09-10 20:37:09+00:00,https://twitter.com/Kevin45etl/status/1436428552107397120,en,0,1436428552107397120,"@reece_dinsdale Was talking to somebody recently...

The web and social media can be used to conflate, lie, spin and deflect as well as promote fake news

At the same time it can democratised knowledge and enable complete strangers from all walks to engage

Every day we can choose the latter https://t.co/7aEMHKVKpR",Kevin45etl
2021-09-10 20:33:41+00:00,https://twitter.com/Kevin45etl/status/1436427679755083816,en,0,1436427679755083816,"@Josephodriscoll @WasOnceLoved That's only part of the issue

If millions of new housing units are built for social housing and or starter homes with proper insulation and 5G then demand met and prices tumble

Millions of home owners equity wiped out &amp; banks plunge into B/S crisis

Thus oldies vote Tory",Kevin45etl
2021-09-10 20:28:14+00:00,https://twitter.com/qwLEtlJy3xFyTJT/status/1436426310910418956,ar,0,1436426310910418956,"@aplllq Ù…Ù† Ø¹Ø¸Ù…Ø§Ø¡ Ø§Ù„Ø¹Ø§Ù„Ù…  Ø±Ø­Ù…Ù‡ Ø§Ù„Ù„Ù‡ Ø±Ø­Ù…Ø© ÙˆØ§Ø³Ø¹Ø© ÙˆØ£Ø³ÙƒÙ†Ù‡ Ø§Ù„ÙØ±Ø¯ÙˆØ³ Ø§Ù„Ø£Ø¹Ù„Ù‰. 
Ù†Ø­Ù† ÙÙŠ Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©  Ù†Ø¯ÙŠÙ† Ø¨Ø§Ù„Ù…Ø¹Ø±ÙˆÙ Ù„Ù‡Ø°Ø§ Ø§Ù„Ø±Ø¬Ù„  Ø§Ù„Ø°ÙŠ  Ø­ÙƒÙ…  Ø§Ù„Ù…Ù‚Ø¯Ø³Ø§Øª  ÙˆØ§Ù„Ø¨ØªØ±ÙˆÙ„  ÙˆÙ‡ÙŠ  ÙØ®Ø±Ù†Ø§  Ø¨ÙØ¶Ù„ Ø§Ù„Ù„Ù‡ Ø«Ù…  Ø§Ù„Ù…Ù„Ùƒ Ø¹Ø¨Ø¯Ø§Ù„Ø¹Ø²ÙŠØ²  ØºÙØ± Ø§Ù„Ù„Ù‡ Ù„Ù‡.",qwLEtlJy3xFyTJT
2021-09-10 20:24:16+00:00,https://twitter.com/Kevin45etl/status/1436425311856566299,en,1,1436425311856566299,"@LabourList @charliemansell Smacks of political interference in the original complaint - shd obviously have been binned without the need 4 notice of investigation

Followed by NEC involvement and further political involvement contra to ECHR and NEC action plan response

12 mths of this - still 35% in polls",Kevin45etl
2021-09-10 20:12:57+00:00,https://twitter.com/Kevin45etl/status/1436422464565878785,en,0,1436422464565878785,"You and your Govt chose a particular type of Brexit that would inevitably smash up supply chains

You then double down by going through the transition year without any preparation

Then blame Covid-19 or EU for your ineptitude

Truth is you couldn't plan as that reveals issues https://t.co/7bGsEEsWyZ https://t.co/3iiV8GABgv",Kevin45etl
2021-09-10 20:11:17+00:00,https://twitter.com/yy868HEtlOJpUtg/status/1436422043554226193,und,0,1436422043554226193,ğŸ‡¦ğŸ‡¹ğŸ¹ğŸ¹ğŸ¹,yy868HEtlOJpUtg
2021-09-10 20:10:57+00:00,https://twitter.com/yy868HEtlOJpUtg/status/1436421962176376850,und,1,1436421962176376850,ğŸ‡¦ğŸ‡¹ğŸ‡¦ğŸ‡¹ğŸ¹ğŸ¹ğŸ¹ #Ø§Ù„Ø¯Ø±Ø¹_Ø§Ù„Ù‚Ø§Ø¶ÙŠÙ‡_Ù…Ù…ÙƒÙ†,yy868HEtlOJpUtg
2021-09-10 20:04:14+00:00,https://twitter.com/Kevin45etl/status/1436420269158060034,en,0,1436420269158060034,"@WasOnceLoved @Josephodriscoll Perhaps we might find common ground?

For if we can't then what hope collaboration and progressive coalition for GE2024?",Kevin45etl
2021-09-10 20:01:49+00:00,https://twitter.com/Kevin45etl/status/1436419660770123818,en,0,1436419660770123818,"@Josephodriscoll @WasOnceLoved And local authorities blocked from building enough social housing meaning that housing benefit bill for the nation goes through the roof subsidising landlords

If only there was a manifesto addressing all this

Oh...

You mean there was and that party was systematically attacked https://t.co/3FQQkbn44A",Kevin45etl
2021-09-10 20:00:08+00:00,https://twitter.com/etl_and/status/1436419239330652167,und,0,1436419239330652167,https://t.co/ZODKQs7Efb,etl_and
2021-09-10 19:58:14+00:00,https://twitter.com/afiregender/status/1436418761226080258,en,0,1436418761226080258,"But like seriously, imagine being so mad about a big ETL ship that you try to promote your book by saying itâ€™s nothing like that ship. Congrats, I also do not like that ship but I sure as hell am going to be avoiding your book because youâ€™re mad about perfectly normal preferences",afiregender
2021-09-10 19:58:06+00:00,https://twitter.com/jasnonaz/status/1436418725427748906,en,0,1436418725427748906,"End your week on a high note with one of the best pieces of data team storytelling Ive ever read. If you've heard about ELT vs. ETL but naturally wonder what the big deal is with changing two letters around, read how it changed the way one data team worked
https://t.co/TIx1xwj7MU",jasnonaz
2021-09-10 19:57:57+00:00,https://twitter.com/yy868HEtlOJpUtg/status/1436418690682171396,und,0,1436418690682171396,#Ø§Ù„Ù‚Ø§Ø¶ÙŠÙ‡_Ù…Ù…ÙƒÙ† https://t.co/pDpHAVr9pA,yy868HEtlOJpUtg
2021-09-10 19:57:53+00:00,https://twitter.com/Kevin45etl/status/1436418672541765633,en,0,1436418672541765633,"@jimmywee @Josephodriscoll @WasOnceLoved Significantly easier for those with wealth!

2% rates
Rent twice or three times the mortgage
Ordinary domestic buyers can no longer use credit cards to fund deposit",Kevin45etl
2021-09-10 19:56:00+00:00,https://twitter.com/benbianchet/status/1436418197008306176,en,0,1436418197008306176,"https://t.co/bA0FISSeqF

#ETL #ReverseETL #CDP and many more.",benbianchet
2021-09-10 19:55:51+00:00,https://twitter.com/yy868HEtlOJpUtg/status/1436418161558147077,und,0,1436418161558147077,https://t.co/pbQWnGQ7aG,yy868HEtlOJpUtg
2021-09-10 19:55:10+00:00,https://twitter.com/Kevin45etl/status/1436417989138595844,en,0,1436417989138595844,"@Josephodriscoll @WasOnceLoved Too few are built because the value of land banks would be decimated if supply met demand

+ those with wealth have easy access to property finance - B2L easier than ever

Property companies fund Tory Party - in exchange Tory govt does nothing about cladding crisis",Kevin45etl
2021-09-10 19:52:48+00:00,https://twitter.com/mburnamfink/status/1436417391773159427,en,0,1436417391773159427,"According to my database, it is the year 53623, so hello from the future where ETL still sucks",mburnamfink
2021-09-10 19:51:14+00:00,https://twitter.com/afiregender/status/1436416996690874369,en,0,1436416996690874369,"Look Iâ€™m not a fan of the Big ETL SW Ship either, but yâ€™all gotta stop being surprised people are super into Enemies To Lovers and like, fucking villains in general. This shit isnâ€™t new and isnâ€™t going away, stop being complete asses about it",afiregender
2021-09-10 19:50:22+00:00,https://twitter.com/Kevin45etl/status/1436416781057466385,en,0,1436416781057466385,"@WasOnceLoved @Josephodriscoll Does this help? Average age FTB 34 and average deposit in London exceeds Â£100K

https://t.co/CaCiFpZnxU",Kevin45etl
2021-09-10 19:47:10+00:00,https://twitter.com/etl3o/status/1436415976774451206,ar,0,1436415976774451206,Ø§Ù„Ù„Ù‡Ù… Ø­Ù‚Ù‚ Ù„ÙŠ Ù…Ø§ØµØ¨Ø±Øª Ù„Ø£Ø¬Ù„Ù‡ Ø¥Ù†Ùƒ Ø¹Ù„Ù‰ ÙƒÙ„ Ø´ÙŠØ¡ Ù‚Ø¯ÙŠØ±ğŸ¤.,etl3o
2021-09-10 19:42:29+00:00,https://twitter.com/BFaahion/status/1436414796140797966,en,0,1436414796140797966,USB Wall Charger Surge Protector 5 Outlet Extender with 4 USB Charging Ports ( 1 USB C Outlet) 3 Sided 1800J Power Strip Multi Plug Outlets Wall Adapter Spaced for Home Travel Office ETL Listed https://t.co/FvFXeLvf8V,BFaahion
2021-09-10 19:37:15+00:00,https://twitter.com/Kevin45etl/status/1436413481272713216,en,0,1436413481272713216,"@WasOnceLoved @Josephodriscoll Once upon a time one had to queue for a mortgage

Then financial markets opened up but high interest rates

Then low rates AND 0% credit card offers (for deposit, furniture &amp; refurbs)

+ remortgaging to clear things

Result = 25 years of house inflation and no new supply",Kevin45etl
2021-09-10 19:35:29+00:00,https://twitter.com/villainouschild/status/1436413033861976065,en,0,1436413033861976065,just watched â€˜the guestâ€™ and every time the sexy villain kills the protags close family Iâ€™m like FUCk so no etl banging at the end then? https://t.co/2VXVlKZIi4,villainouschild
2021-09-10 19:31:00+00:00,https://twitter.com/GeeksAcademyEu/status/1436411908496711682,it,0,1436411908496711682,"Stefania, nostra diplomata Big Data Junior Expert ci ha parlato del suo lavoro di #datadeveloper ETL e di come sia riuscita dopo la laurea in lingue orientali a riorientarsi lavorativamente nel mondo dei Big Data.â¡https://t.co/O7UYkyp12C #DataJobs #datadriven #mestieridelfuturo https://t.co/pQyX1a9h5a",GeeksAcademyEu
2021-09-10 19:29:05+00:00,https://twitter.com/Kevin45etl/status/1436411422800584708,en,0,1436411422800584708,"@WasOnceLoved @mac_puck Fiat currency has been around for five decades and yet for four of those we had neoliberalism telling everybody that books must be balanced with national debt eventually repaid

Took a global pandemic to reveal the existence of the magic money tree aka QE even though used 2008",Kevin45etl
2021-09-10 19:28:16+00:00,https://twitter.com/antares21scorpi/status/1436411217501999112,en,0,1436411217501999112,"WATCH: 1 ETL #EtherLite = $0.0216 USD - Hey #Ethereum Holders! Collect your #ETL #Airdrop Now, #ETH Holding X 12 https://t.co/TLKUmi05mF",antares21scorpi
2021-09-10 19:24:44+00:00,https://twitter.com/Kevin45etl/status/1436410330192691203,en,0,1436410330192691203,"@WasOnceLoved @mac_puck ""We absolutely need an updated interpretation of Keynes"" Martin Wolf to me at the launch of his book 7 years ago

https://t.co/28uwxzT1Q4",Kevin45etl
2021-09-10 18:48:51+00:00,https://twitter.com/ETL4wti3xwYF7iB/status/1436401301512880131,ja,0,1436401301512880131,"@shibuyan2222 ã©ã¡ã‚‰ã‚‚ç¾å‘³ã—ãã†â€¦
å¯ã‚‹å‰ã ã‘ã©ãŠè…¹ãŒã™ã„ã¦â€¦æˆ‘æ…¢ğŸ˜¢

ã„ã„ã­ã€ãƒ•ã‚©ãƒ­ãƒ¼æœ‰ã‚Šé›£ã†ã”ã–ã„ã¾ã™
å®œã—ããŠé¡˜ã„ã—ã¾ã™ã€‚",ETL4wti3xwYF7iB
2021-09-10 18:42:46+00:00,https://twitter.com/tmj_INK_it/status/1436399770411491330,en,0,1436399770411491330,"Deloitte is hiring in #Indianapolis, IN! Read about our latest #IT job opening via the link in our bio: Senior Data Stage ETL Developer",tmj_INK_it
2021-09-10 18:40:14+00:00,https://twitter.com/specc18/status/1436399132705529856,en,0,1436399132705529856,@laxcitymusic FUCK YEAH LETS GO,specc18
2021-09-10 18:39:17+00:00,https://twitter.com/yy868HEtlOJpUtg/status/1436398890819915781,ar,0,1436398890819915781,Ø§Ù„Ù„Ù‡ Ø§ÙƒØ¨Ø±,yy868HEtlOJpUtg
2021-09-10 18:38:02+00:00,https://twitter.com/tray/status/1436398577517989915,en,0,1436398577517989915,"ğŸ’¡ For those looking to learn more about Reverse #ETL, check out our latest eBook: https://t.co/IbRAsD4bPK",tray
2021-09-10 18:36:07+00:00,https://twitter.com/etlWTA1GVBfpXgR/status/1436398093629640705,ar,0,1436398093629640705,"@oqtr3 @jatlefahd Ù‚ØµÙŠØ¯Ø© Ø£Ø®Ø°Øª Ù…Ø­Ù„ Ù…Ù† Ù‚Ù„Ø¨ÙŠ

ÙˆØ§Ù„Ù„Ù‡ ÙˆØ¯ÙŠ Ø§Ù†Ø§ Ø§Ù„Ù„ÙŠ Ù‚Ø§ÙŠØ§Ù‡Ø§

ØµØ­ Ù„Ø³Ø§Ù†Ùƒ ÙŠØ§ Ø£ÙƒØ§Ø¨Ø±",etlWTA1GVBfpXgR
2021-09-10 18:34:07+00:00,https://twitter.com/mezianeetdaryl/status/1436397592011739153,und,0,1436397592011739153,@FRSkyRRoZ @EZ7_EVIL,mezianeetdaryl
2021-09-10 18:30:28+00:00,https://twitter.com/remote_dev_jobs/status/1436396674461614082,en,9,1436396674461614082,Experienced Software Engineer - Search &amp; Recommendations at Outschool #Database #Design #Education #Embedded #ETL #JavaScript #React #Research #SQL #Systems #Test #TypeScript #UX #Web #Website ğŸ‘‰ https://t.co/2xqlFZQoJI,remote_dev_jobs
2021-09-10 18:27:45+00:00,https://twitter.com/TVzGtk4YlkETLLr/status/1436395987812052995,ja,0,1436395987812052995,@tsurino_takeshi ç¶ºéº—âœ¨è¦‹ãŸäº‹ãªã„ã§ã™ğŸ’¦,TVzGtk4YlkETLLr
2021-09-10 18:25:53+00:00,https://twitter.com/ai_jobsNET/status/1436395519346085896,in,1,1436395519346085896,HIRING: Data Engineer - 5842 / Mumbai - https://t.co/pr5RFGZ3vB #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata #DataScience #AIjobs #techjobs #TechTalent #hiringnow #Engineer #Banking #ETL #Engineering #Python #Research #SQL,ai_jobsNET
2021-09-10 18:22:10+00:00,https://twitter.com/NicolasPIEL/status/1436394582481178640,en,0,1436394582481178640,".@databricks #DeltaLiveTables is now available on @googlecloud! ğŸ¤© 
Use DLT to build and deploy #SQL + Python pipelines and run ETL workloads directly on your #lakehouse on Google Cloud! https://t.co/yKni21PFGZ",NicolasPIEL
2021-09-10 18:19:01+00:00,https://twitter.com/databricks/status/1436393790680584192,en,5,1436393790680584192,"ğŸ“£ Delta Live Tables is now available on @googlecloud ğŸ“£

Excited? We don't blame you. 

Now, enterprises can use DLT to easily build &amp; deploy #SQL &amp; Python pipelines &amp; run ETL workloads directly on their #lakehouse on Google Cloud!
https://t.co/GESmZbiQwI",databricks
2021-09-10 18:18:21+00:00,https://twitter.com/greyjedireylo/status/1436393623210233857,en,5,1436393623210233857,"okay but really â€œr*yloshipâ€ is telling me that weâ€™ve ALREADY made this a thing, the far-reaching IMPACT reylo has as the most highly visible canon ETL ship EVER in one of the most massive franchises on earth??? of COURSE itâ€™s going to mold storytelling tropes that come after it",greyjedireylo
2021-09-10 18:17:20+00:00,https://twitter.com/kofi_svn/status/1436393367877869572,en,1,1436393367877869572,@TwitterSports @ETL_kay Liverpool vs Leeds,kofi_svn
2021-09-10 18:14:15+00:00,https://twitter.com/ETL_kay/status/1436392591617150980,en,0,1436392591617150980,Felt same 3hrs ago https://t.co/c570tX1EdE,ETL_kay
2021-09-10 18:10:11+00:00,https://twitter.com/AuthorJVinson2/status/1436391568819343371,en,0,1436391568819343371,"@novelistanna I have tips and can send you some advice for doing the ETL if you need! (Only if you feel you need it! Just offering to help!) also, fuck, I love this. I love how much it hurts.",AuthorJVinson2
